,sad,angry,happy,fearful,neutral,disgusted,surprised
40,0.09366598725318909,0.043305620551109314,0.006067077629268169,5.6736075748631265e-06,0.7563856244087219,0.004001291934400797,0.0965687483549118
41,0.2826058566570282,0.0001474002783652395,0.1904282122850418,1.4693645198349259e-06,0.5247149467468262,0.0017977466341108084,0.00030441637500189245
42,0.04893531650304794,0.04574925824999809,0.2652118504047394,1.0447430213389453e-05,0.6145157217979431,0.025346210226416588,0.00023122565471567214
43,0.003711890894919634,0.00023931627220008522,0.005838013254106045,3.7086833799548913e-06,0.5100156664848328,3.8946054701227695e-06,0.4801875948905945
44,0.0022130748257040977,0.000154605382704176,0.0022922891657799482,2.6353004614065867e-06,0.47260215878486633,3.2523890695301816e-05,0.5227027535438538
45,0.01162860356271267,2.023913293669466e-05,0.01695793867111206,0.00045719798072241247,0.9704656600952148,0.0001768021029420197,0.00029363911016844213
46,2.1354123873607023e-06,9.771720321793964e-09,2.662302904354874e-05,2.63928080779241e-11,0.999970555305481,1.8366385079460201e-09,7.111540298865293e-07
47,6.20963930941798e-07,3.149835947624524e-07,7.422583166771801e-06,4.5559661598915113e-10,0.9999912977218628,9.452971738710403e-09,3.148549581055704e-07
48,0.052342794835567474,0.04329313710331917,0.1572953164577484,9.417738328920677e-05,0.7028381824493408,0.03876233473420143,0.005374004598706961
49,0.09366598725318909,0.043305620551109314,0.006067077629268169,5.6736075748631265e-06,0.7563856244087219,0.004001291934400797,0.0965687483549118
50,0.2826058566570282,0.0001474002783652395,0.1904282122850418,1.4693645198349259e-06,0.5247149467468262,0.0017977466341108084,0.00030441637500189245
51,0.04893531650304794,0.04574925824999809,0.2652118504047394,1.0447430213389453e-05,0.6145157217979431,0.025346210226416588,0.00023122565471567214
52,0.003711890894919634,0.00023931627220008522,0.005838013254106045,3.7086833799548913e-06,0.5100156664848328,3.8946054701227695e-06,0.4801875948905945
53,0.0022130748257040977,0.000154605382704176,0.0022922891657799482,2.6353004614065867e-06,0.47260215878486633,3.2523890695301816e-05,0.5227027535438538
54,0.0012188436230644584,0.0001092314487323165,0.00336637650616467,8.288262165478955e-07,0.7793548107147217,1.132903798861662e-05,0.21593861281871796
55,0.01162860356271267,2.023913293669466e-05,0.01695793867111206,0.00045719798072241247,0.9704656600952148,0.0001768021029420197,0.00029363911016844213
56,2.1354123873607023e-06,9.771720321793964e-09,2.662302904354874e-05,2.63928080779241e-11,0.999970555305481,1.8366385079460201e-09,7.111540298865293e-07
57,6.20963930941798e-07,3.149835947624524e-07,7.422583166771801e-06,4.5559661598915113e-10,0.9999912977218628,9.452971738710403e-09,3.148549581055704e-07
58,0.052342794835567474,0.04329313710331917,0.1572953164577484,9.417738328920677e-05,0.7028381824493408,0.03876233473420143,0.005374004598706961
59,0.09366598725318909,0.043305620551109314,0.006067077629268169,5.6736075748631265e-06,0.7563856244087219,0.004001291934400797,0.0965687483549118
60,0.2826058566570282,0.0001474002783652395,0.1904282122850418,1.4693645198349259e-06,0.5247149467468262,0.0017977466341108084,0.00030441637500189245
61,0.04893531650304794,0.04574925824999809,0.2652118504047394,1.0447430213389453e-05,0.6145157217979431,0.025346210226416588,0.00023122565471567214
